,address,postcode,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,price,predicted_price
357163,"213 Wagon Wheel Trl, Angleton, TX 77515",77515.0,29.14281,-95.54037,4,3,182,2588,427500,773204
304385,"6009 Malta Cir, Round Rock, TX 78665",78665.0,30.557844,-97.59412,6,4,213,3174,625000,1000418
550656,"4075 Quincy St, Saint Louis, MO 63116",63116.0,38.56387,-90.27441,3,2,160,1307,169400,112544
160679,"13173 Pacific Promenade UNIT 202, Playa Vista, CA 90094",90094.0,33.97154,-118.426384,4,4,751,2910,1999000,1423391
327225,"238 Carmen Pl, San Antonio, TX 78207",78207.0,29.404676,-98.53628,4,3,161,1212,155000,296392
277901,"174 Hay Meadow Dr, Fraser, CO 80442",80442.0,39.939278,-105.803,5,6,605,3221,1800000,1759149
213437,"3579 E Cecelia Ln, Yuma, AZ 85365",85365.0,32.626423,-114.57021,5,3,159,2259,320000,671085
106402,"1555 W Avenue L UNIT 3, Lancaster, CA 93534",93534.0,34.660873,-118.15849,3,3,244,1478,300000,843857
375211,"8512 Majestic Lake Ct, Montgomery, TX 77316",77316.0,30.296404,-95.63371,5,5,180,4108,698000,1730981
207739,"Flagstaff Meadows Plan 2090 Plan, Flagstaff Meadows",86015.0,35.2374,-111.8186,4,4,233,2340,487900,1137756
294257,"4462 S Holland Way W, Littleton, CO 80123",80123.0,39.63576,-105.10292,6,6,241,3974,898000,1878061
288176,"11526 Colony Loop, Parker, CO 80138",80138.0,39.53005,-104.760414,4,3,191,3563,635000,1173902
214872,"4314 Wagon Trail Cir, Wickenburg, AZ 85390",85390.0,34.03939,-112.804504,4,5,406,3189,1195000,1709393
427057,"1500 California Trl, Plano, TX 75023",75023.0,33.05838,-96.71888,4,3,206,2261,415000,606272
304513,"1202 Dove Haven Dr, Pflugerville, TX 78660",78660.0,30.430296,-97.61304,4,3,304,1695,439900,477808
192885,"4821 Isleta Blvd SW, Albuquerque, NM 87105",87105.0,35.00153,-106.69189,3,2,167,1678,239000,503987
523944,"1100 N Walleye St, Nixa, MO 65714",65714.0,37.05976,-93.28068,4,2,147,1438,175000,156603
431820,"Plan Wakefield Plan, Gateway Village - The Reserve: 60ft. lots",75020.0,33.720882,-96.591866,5,4,193,3093,550990,1041178
517065,"14451 S Hauser St, Lenexa, KS 66215",66215.0,38.971016,-94.73874,5,6,209,3547,691343,1588259
101561,"520 E California Ave, Ridgecrest, CA 93555",93555.0,35.620945,-117.659904,4,3,168,1907,280000,854070
561074,"604 E Church St, Collinsville, IL 62234",62234.0,38.67092,-89.98018,4,4,53,2938,145000,871037
487054,"2330 Lake St, Lake Charles, LA 70601",70601.0,30.208633,-93.232796,4,4,101,1914,169000,674690
214895,"250 N Stirrup Dr, Wickenburg, AZ 85390",85390.0,33.96637,-112.787025,5,5,394,3219,1172000,1576871
450768,"8412 Lowery Ln, Oklahoma City, OK 73132",73132.0,35.556267,-97.62526,4,3,107,2057,195000,495342
186550,"17 Vista Estrella N, Lamy, NM 87540",87540.0,35.507618,-105.922485,4,3,459,2153,874500,820402
532358,"481 Old Granny Ln, Gravois Mills, MO 65037",65037.0,38.171555,-92.96786,4,3,292,1482,360000,126863
527469,"531 E Cheyenne St, Gardner, KS 66030",66030.0,38.801186,-94.91618,4,3,184,1793,285000,257831
167248,"886 Rosewood Cir, Incline Village, NV 89451",89451.0,39.260975,-119.95209,5,5,931,3040,2600000,1594996
400212,"7529 Diamond Springs Trl, Fort Worth, TX 76123",76123.0,32.634144,-97.399185,4,4,187,1770,285000,734788
551286,"2028 Fawn Dr, Arnold, MO 63010",63010.0,38.425762,-90.39262,4,4,141,2302,290000,659857
94425,"1998 Broadway St APT 507, San Francisco, CA 94109",94109.0,37.795,-122.42917,3,3,1380,1405,1595000,829426
275389,"58 Hole In The Wall Rd, Canon City, CO 81212",81212.0,38.539227,-105.4124,4,2,128,4538,550000,1261896
53273,"2121 Algaroba St APT 1501, Honolulu, HI 96826",96826.0,21.293161,-157.82857,2,2,751,782,400000,523846
163352,"1732 S Harvard Blvd, Los Angeles, CA 90006",90006.0,34.04181,-118.304016,6,3,513,2947,1385000,866928
373661,"6001 Reims Rd APT 506, Houston, TX 77036",77036.0,29.715113,-95.51511,3,2,98,1167,90000,118490
50818,"8805 SE 9th Ave, Portland, OR 97202",97202.0,45.459183,-122.65724,4,3,348,2258,699000,1052875
294077,"2381 Cedarwood Circle, Lafayette, CO 80026",80026.0,39.974747,-105.09587,5,5,250,3035,699000,1402973
586628,"1001 Beninford Ln, Westmont, IL 60559",60559.0,41.77729,-87.9725,4,5,199,2250,399900,873277
343479,"Alamosa Springs - Darrel III Plan, Alamosa Springs",77807.0,30.622066,-96.413155,5,4,154,1957,263990,692254
51749,"20190 NW Nestucca Dr, Portland, OR 97229",97229.0,45.553104,-122.88407,5,4,208,3249,624900,1545097
32006,"21818 24th (Site 101) Avenue SE UNIT B, Bothell, WA 98021",98021.0,47.787216,-122.20081,5,5,497,2156,947960,1452680
185933,"607 W Chamisa St, Espanola, NM 87532",87532.0,35.99331,-106.08091,4,2,145,1438,173000,283782
381151,"14129 Harlequin Dr, Willis, TX 77318",77318.0,30.454016,-95.54708,5,3,152,1853,244990,363851
389579,"10658 Cashew Run Ln, Houston, TX 77075",77075.0,29.62188,-95.29824,5,4,167,1869,271630,646092
30950,"6151 Parkside Drive, Anacortes, WA 98221",98221.0,48.4963,-122.68916,4,3,427,2143,809000,1032426
97359,"2739 W San Ramon Ave, Fresno, CA 93711",93711.0,36.81362,-119.84289,6,4,229,3519,749000,1427166
313931,"Brady Plan, The Hollows Canyon - 60'",78645.0,30.452873,-97.96542,4,4,271,3135,783900,1272550
237633,"6032 W Village Meadow Ct, West Valley City, UT 84128",84128.0,40.700012,-112.03516,5,4,187,3590,627000,1402284
154630,"2804 El Caminito St, La Crescenta, CA 91214",91214.0,34.23046,-118.240234,7,4,572,3565,1899000,1249950
300294,"5512 Oakwood Cv APT 142, Austin, TX 78731",78731.0,30.339193,-97.7667,3,4,281,2073,512900,1038723
334825,"2750 N Park Rd, Canyon Lake, TX 78133",78133.0,29.879358,-98.205124,4,3,291,2290,595000,679390
165097,"549 Chris Ave, Elko, NV 89801",89801.0,40.84578,-115.77917,4,3,184,1498,229999,632419
543011,"109 Equestrian Dr, Winfield, MO 63389",63389.0,39.007156,-90.8612,4,3,190,1450,229000,82185
92812,"2 bed 2 bath Plan, 2177 Third Street",94107.0,37.762367,-122.38834,3,3,1422,1231,1395000,767325
151239,"4926 Chimineas Ave, Tarzana, CA 91356",91356.0,34.159344,-118.528656,4,5,607,2967,1650000,1750633
520167,"122 N Blake St, Olathe, KS 66061",66061.0,38.882725,-94.80469,4,2,224,1074,185000,279427
64281,"687 Halelea St #124, Kihei, HI 96753",96753.0,20.752512,-156.44373,4,4,1100,2700,2695000,1482899
467716,"9300 Cynthia Dr, Little Rock, AR 72205",72205.0,34.75017,-92.377625,4,3,82,1761,124500,371057
179818,"1609 Santa Lucia Dr, North Las Vegas, NV 89031",89031.0,36.252937,-115.16403,5,4,206,2140,389777,984076
376862,"Hutchinson Plan, Venetian Pines",77301.0,30.3237,-95.4402,4,4,179,2308,370000,950455
471843,"590 El Paso Rd, El Paso, AR 72045",72045.0,35.141533,-92.08325,4,3,159,1877,259999,409201
31903,"23105 Meridian Avenue S, Bothell, WA 98021",98021.0,47.788322,-122.232544,3,2,925,931,630000,457888
538349,"661 NE 66th St, Gladstone, MO 64118",64118.0,39.21287,-94.57213,4,3,174,1736,260000,198908
225580,"1023 S 4th St, Coolidge, AZ 85128",85128.0,32.967236,-111.52133,3,2,276,970,199000,211559
341189,"30114 Valley Trce, Boerne, TX 78015",78015.0,29.746737,-98.64078,5,5,234,3828,837900,1645222
157590,"681 E 70th St, Long Beach, CA 90805",90805.0,33.882095,-118.18411,3,4,403,1859,650000,1206104
234412,"779 S 1850 W, Cedar City, UT 84720",84720.0,37.663742,-113.08513,7,4,199,3986,745000,1269030
25206,"Valletta Plan, Trilogy at Tehaleh",98391.0,47.12605,-122.176414,3,4,331,1928,555900,1383834
398794,"5609 Giddyup Ln, Fort Worth, TX 76179",76179.0,32.842052,-97.38216,3,4,193,1386,220000,742179
466707,"1006 Northwood Dr, Paragould, AR 72450",72450.0,36.07012,-90.55182,6,4,114,2341,239900,577865
355506,"6322 Feverfew Trl, Crosby, TX 77532",77532.0,29.91967,-95.06677,5,5,143,2443,314995,1141484
45485,"11534 SE Yamhill St, Portland, OR 97216",97216.0,45.515938,-122.54432,4,4,309,1622,424950,1107753
455049,"401 N 6th St, Marlow, OK 73055",73055.0,34.651634,-97.96248,4,3,121,3819,435000,1122243
61669,"3901 Lake Rd SPACE 107, West Sacramento, CA 95691",95691.0,38.574303,-121.57257,3,3,90,1690,129900,963009
342422,"3618 Storm Moon, Converse, TX 78109",78109.0,29.473854,-98.29588,4,3,152,2020,269990,582604
403502,"5020 Eldorado Dr, North Richland Hills, TX 76180",76180.0,32.838673,-97.20424,5,4,157,2636,375000,901593
63500,"1332 Redcliffe Ln, Lincoln, CA 95648",95648.0,38.85857,-121.31266,6,6,219,4981,1040000,2550594
332143,"Primrose Plan, Winding Brook",78253.0,29.511187,-98.76694,4,3,227,1538,293490,413595
123070,"25887 Melba Ave, Homeland, CA 92548",92548.0,33.7451,-117.104935,4,3,191,1450,230000,670746
180555,"7436 Matilda St, Las Vegas, NV 89113",89113.0,36.053223,-115.24779,6,4,205,3774,725000,1425309
396505,"3415 Chisholm Trl, Salado, TX 76571",76571.0,30.954128,-97.51296,5,5,191,3776,675000,1597529
159211,"943 9th St APT 4, Santa Monica, CA 90403",90403.0,34.026325,-118.497,3,3,962,1273,985000,707542
176919,"4910 Cougar Ridge Trl, Las Vegas, NV 89124",89124.0,36.312603,-115.63053,4,4,610,4510,2600000,1974486
117464,"11 Saratoga, Newport Beach, CA 92660",92660.0,33.61799,-117.90119,3,4,512,1400,589000,1079834
230477,"338 W White Sands Dr, San Tan Valley, AZ 85140",85140.0,33.21348,-111.5696,6,6,195,3449,625000,1792075
152285,"23748 Crosson Dr, Woodland Hills, CA 91367",91367.0,34.174366,-118.64601,6,4,821,3049,2300000,1212218
426522,"11350 County Road 377, Terrell, TX 75161",75161.0,32.7243,-96.16007,7,4,145,3685,500000,968728
18197,"3815 230th Street E, Spanaway, WA 98387",98387.0,47.048134,-122.37824,5,4,238,2348,499950,1247110
144467,"11289 Deer Creek Ave, Montclair, CA 91763",91763.0,34.04871,-117.6944,6,4,313,2733,778000,1107503
129623,"10961 Desert Lawn Dr SPACE 29, Calimesa, CA 92320",92320.0,33.9576,-117.03002,3,3,110,1594,148000,860727
286540,"1784 Aspen Meadows Circle, Federal Heights, CO 80260",80260.0,39.849594,-105.009125,4,4,271,1725,400000,802241
216947,"5022 N 79th Ln, Glendale, AZ 85303",85303.0,33.50961,-112.230415,6,5,196,3304,599990,1462209
341310,"112 N Tranquility Dr, La Vernia, TX 78121",78121.0,29.300953,-98.18305,5,4,250,2830,645600,1009966
565753,"608 Ironwood Cc Dr, Normal, IL 61761",61761.0,40.546585,-88.97303,5,5,94,3226,280000,1102427
172720,"5085 Hallet Dr, Las Vegas, NV 89122",89122.0,36.10391,-115.062416,4,3,256,1519,325000,626204
342753,"1504 S Austin St, Brenham, TX 77833",77833.0,30.154879,-96.39698,3,2,141,1313,149900,186651
571894,"190 S Randolph Ave, Bradley, IL 60915",60915.0,41.14291,-87.84778,3,2,136,1126,119900,221528
278114,"308 Tony Street, Burlington, CO 80807",80807.0,39.29811,-102.27413,4,4,105,4018,399000,1631129
596193,"15 W 155th St, Harvey, IL 60426",60426.0,41.60837,-87.656746,4,2,75,1330,81000,301859
589331,"810 S Jackson St, Hinsdale, IL 60521",60521.0,41.791992,-87.94645,4,3,208,1880,339900,177665
542755,"101 E Frank St, Kearney, MO 64060",64060.0,39.37943,-94.36319,4,3,157,1738,235000,198450
398785,"10705 Braemoor Dr, Haslet, TX 76052",76052.0,32.92528,-97.37267,5,4,139,2959,377700,1014214
411299,"9417 Cypress Lake Dr, Crowley, TX 76036",76036.0,32.603565,-97.39119,5,4,150,3529,495000,1217194
517328,"2201 N Parkridge Ct, Wichita, KS 67205",67205.0,37.722836,-97.47752,4,4,57,2497,130000,814082
241706,"4786 W 5015 S, Salt Lake City, UT 84118",84118.0,40.66023,-112.005104,4,3,297,1426,350000,492030
300261,"2500 Longview St #307, Austin, TX 78705",78705.0,30.289827,-97.750916,3,3,469,1369,525000,505664
286294,"3983 Rolfe Court, Wheat Ridge, CO 80033",80033.0,39.772175,-105.12824,5,5,374,3589,1250000,1600710
224159,"1448 E Birdland Ct, Gilbert, AZ 85297",85297.0,33.26889,-111.75881,6,4,220,3761,775000,1343648
438280,"298 N 9th St, Byars, OK 74831",74831.0,34.88073,-97.042274,4,3,586,1777,895000,429768
74145,"6314 Western Sierra Way, El Dorado Hills, CA 95762",95762.0,38.6983,-121.06606,5,7,663,5069,3198000,3008943
7441,"7020 Ithaca St, West Richland, WA 99353",99353.0,46.29607,-119.37931,6,4,260,3393,819850,1496107
135213,"475 Blue Jay Canyon Rd, Blue Jay, CA 92317",92317.0,34.24452,-117.20421,4,4,418,2150,795000,1197191
478975,"523 Gladstone Blvd, Shreveport, LA 71104",71104.0,32.47883,-93.74044,3,3,99,1550,129900,416799
38879,"4827 Glacier Dr, Springfield, OR 97478",97478.0,44.039837,-122.94961,3,2,333,1300,349900,578539
357371,"3318 Zephyr Park Ln, Katy, TX 77494",77494.0,29.741852,-95.884186,5,3,216,2054,389900,439095
142045,"3340 Del Sol Blvd SPACE 145, San Diego, CA 92154",92154.0,32.576115,-117.05981,3,3,104,1690,150000,891617
372762,"3714 Audubon Pl, Houston, TX 77006",77006.0,29.7392,-95.3868,5,3,261,2728,649000,669641
322821,"8101 Cattlemen Dr, Corpus Christi, TX 78414",78414.0,27.64658,-97.36588,5,3,188,2046,337950,454811
277095,"Vanderbilt Plan, Mosaic Condos",80524.0,40.592583,-105.02273,4,3,297,1947,505045,605313
327701,"7115 Pandora Way, San Antonio, TX 78252",78252.0,29.352154,-98.63779,5,3,158,2148,299999,487922
537319,"601 Ralph St, Richmond, MO 64085",64085.0,39.28367,-93.968315,4,2,145,1350,160000,220871
280320,"9191 Vine Street, Thornton, CO 80229",80229.0,39.863583,-104.962006,4,3,361,1426,425000,413533
40131,"35530 Sunny Hill Ln, Pleasant Hill, OR 97455",97455.0,43.97363,-122.95126,5,5,371,4149,1449000,2152101
571080,"5 Flintlock Ln, Galena, IL 61036",61036.0,42.394207,-90.27911,5,4,123,2830,319900,665113
154067,"4514 Rayburn St, Westlake Village, CA 91362",91362.0,34.19823,-118.81257,5,5,1053,4950,4950000,2314810
250337,"707 E B St, Moscow, ID 83843",83843.0,46.7353,-116.99215,5,3,149,3800,530000,1189994
50599,"8135 SW Strowbridge Ct, Beaverton, OR 97008",97008.0,45.461033,-122.80416,4,4,229,2118,429000,1280464
437086,"220 Meadowpark Ln, Rockwall, TX 75032",75032.0,32.851818,-96.380455,5,4,264,3272,800000,1105264
545465,"318 Mill St, Cape Girardeau, MO 63701",63701.0,37.312244,-89.520645,5,3,60,1882,99000,99342
141936,"3560 Arey Dr APT 12, San Diego, CA 92154",92154.0,32.57912,-117.05595,4,3,475,1321,509500,616783
153191,"20158 Cohasset St UNIT 16, Winnetka, CA 91306",91306.0,34.206707,-118.57388,3,2,453,1130,399000,393326
302304,"312 Raider Blvd, Wolfforth, TX 79382",79382.0,33.51361,-102.0125,5,3,142,2523,325000,644482
371043,"New Haven II Plan, Woodtrace : Wentworth Collection",77362.0,30.1476,-95.6745,5,6,166,4022,626990,1982674
285212,"4051 Skywalk Plan, Stargaze at Solstice",80125.0,39.525894,-105.05458,3,4,333,2480,743990,1212026
485522,"14744 State Highway 416, Glynn, LA 70736",70736.0,30.63339,-91.3336,5,2,148,1765,225000,81828
401125,"5313 New Castleton Ln, Fort Worth, TX 76135",76135.0,32.830315,-97.404106,6,4,107,3750,375000,1154794
306892,"Bosque WLH Plan, Stonewall Ranch 50s",78642.0,30.661125,-97.88792,5,3,219,2206,428990,516481
246537,"3637 N 1480th St E #I204, Lehi, UT 84043",84043.0,40.392242,-111.82606,4,3,288,1478,354473,509063
285386,"718 E Pleasant Avenue, Byers, CO 80103",80103.0,39.700207,-104.21127,6,4,231,3818,825000,1259140
369599,"707 Hicks St, Tomball, TX 77375",77375.0,30.097395,-95.62267,4,2,399,1488,495000,96601
223053,"19173 N Wilson St, Maricopa, AZ 85138",85138.0,33.0536,-112.0291,6,5,143,3490,465000,1525219
160743,"1505 N Pearl Ave, Compton, CA 90221",90221.0,33.906044,-118.21493,4,3,539,1334,585000,582403
189611,"11728 Thistledown Rd SE, Albuquerque, NM 87123",87123.0,35.044796,-106.51623,4,3,225,1800,350000,686080
552653,"36407 E Bynum Spur Rd, Lone Jack, MO 64070",64070.0,38.89263,-94.162445,5,4,178,2574,415000,635045
480105,"3848 Doris St, Shreveport, LA 71109",71109.0,32.46578,-93.800964,4,3,28,1484,34900,250137
436334,"1005 Taylor Dr, Allen, TX 75013",75013.0,33.10493,-96.684975,5,5,215,3735,750000,1551458
502289,"3620 Arkansas Ave, Kenner, LA 70065",70065.0,30.02237,-90.24487,4,2,157,1519,200000,39890
69036,"44 E San Clemente Dr, Merced, CA 95341",95341.0,37.279507,-120.481285,5,3,274,1527,350000,611362
335689,"The Pierce Plan, Oak Creek Estates",78130.0,29.74724,-98.07492,5,4,158,2586,370000,923120
382119,"17711 Lion Heart Rd, Conroe, TX 77306",77306.0,30.328594,-95.29851,4,4,173,1816,271573,775073
203220,"815 E Lester St, Tucson, AZ 85719",85719.0,32.243923,-110.95902,7,4,240,2231,477000,663237
492333,"22986 Chene Blanc Ln, Maurepas, LA 70449",70449.0,30.259583,-90.6961,5,3,128,2560,297500,477370
3385,"12750 Tanada Loop, Anchorage, AK 99515",99515.0,61.105595,-149.8515,6,4,177,2506,400000,1183010
406360,"307 Kimble Dr, Euless, TX 76039",76039.0,32.850567,-97.077484,4,3,229,1725,339000,435604
216482,"6490 W Tonopah Dr, Glendale, AZ 85308",85308.0,33.67214,-112.19954,5,5,264,3082,749900,1526351
266329,"607 Comanche Ln, Buffalo, WY 82834",82834.0,44.334652,-106.70796,3,3,240,1851,385000,760921
246575,"2568 E Warm Springs Ave, Boise, ID 83712",83712.0,43.588856,-116.16118,4,4,330,2897,874900,1289937
375223,"23963 Majestic Frst, New Caney, TX 77357",77357.0,30.194185,-95.22726,4,3,299,2083,549000,589896
589821,"8008 S 86th Ave, Justice, IL 60458",60458.0,41.745167,-87.834,5,3,197,1950,335000,58137
92850,"7214 Seaglass Dr, Vallejo, CA 94591",94591.0,38.094753,-122.19313,5,5,262,3106,750000,1722285
542624,"11415 Norby Rd, Kansas City, MO 64137",64137.0,38.917095,-94.53657,5,2,89,2470,199000,36427
169525,"2271 Rainwood Ct, Reno, NV 89509",89509.0,39.48425,-119.82516,5,5,561,4325,2289000,2054489
216772,"12123 W Bell Rd UNIT 141, Surprise, AZ 85378",85378.0,33.637344,-112.32015,2,2,235,943,162900,350197
579383,"3330 W 38th Pl, Chicago, IL 60632",60632.0,41.823704,-87.70816,4,3,276,1330,299000,16263
173041,"6250 W Flamingo Rd APT 74, Spring Valley, NV 89103",89103.0,36.116173,-115.22891,2,2,260,1129,229000,491725
235782,"1539 W 890 S #237, Provo, UT 84601",84601.0,40.221848,-111.6862,5,4,176,3920,649556,1529533
859,"1724 Roosevelt St, Fairbanks, AK 99709",99709.0,64.83206,-147.79298,5,4,178,2320,369900,1263807
422341,"1680 Medlin Rd, Gilmer, TX 75645",75645.0,32.606182,-94.86089,4,3,228,1914,379900,495062
53222,"1777 Ala Moana Blvd SUITE 243, Honolulu, HI 96815",96815.0,21.284227,-157.83855,3,3,1987,1206,1900000,813068
553774,"1001 Holly River Dr, Florissant, MO 63031",63031.0,38.79732,-90.35468,4,4,83,3183,245000,974509
376217,"5427 Forest Springs Dr, Humble, TX 77339",77339.0,30.0807,-95.19685,5,3,137,2284,279000,518001
249254,"516 N Hill View Dr #2017, Eagle Mountain, UT 84005",84005.0,40.34998,-111.96241,3,4,207,5388,1068005,2327541
433257,"2600 Greenbriar Rd, Royse City, TX 75189",75189.0,33.00463,-96.2976,5,4,175,2914,468499,980745
407916,"Magnolia III Plan, Dove Chase",76063.0,32.541634,-97.115555,7,4,157,4004,591990,1100713
88223,"922 Beach Park Blvd APT 34, Foster City, CA 94404",94404.0,37.547977,-122.258965,3,3,753,1310,799000,801497
177215,"1161 Sax Fifth Ave, Las Vegas, NV 89052",89052.0,35.992004,-115.13875,5,5,181,3943,670000,1909016
426318,"10604 County Road 369, Terrell, TX 75161",75161.0,32.718815,-96.16256,4,3,73,1874,120000,471026
519172,"16851 S Heatherwood St, Olathe, KS 66062",66062.0,38.822666,-94.78093,4,4,232,2390,496900,752848
289152,"39223 Braxton Lane, Elizabeth, CO 80107",80107.0,39.438145,-104.63859,4,3,222,2862,582000,923250
519562,"252 W Village Lake Dr, Derby, KS 67037",67037.0,37.564545,-97.27431,4,4,111,1858,179900,582779
95830,"136 El Dorado Ave, Danville, CA 94526",94526.0,37.81821,-121.99824,4,4,873,1938,1475000,1166165
229411,"6007 N 9th St, Phoenix, AZ 85014",85014.0,33.523987,-112.06211,4,3,396,1800,614900,643511
318824,"5108 Sugar Mill Rd, Brownsville, TX 78526",78526.0,25.98005,-97.50398,6,5,128,2983,350000,1210927
514196,"748 S Horton St, Fort Scott, KS 66701",66701.0,37.832832,-94.71398,4,3,17,2199,34200,416183
514666,"8233 Barth Rd, Lenexa, KS 66227",66227.0,38.978893,-94.86548,3,3,171,1769,259900,396470
459426,"801 SE H St, Bentonville, AR 72712",72712.0,36.363533,-94.19932,2,2,416,2651,1000000,703734
544202,"2636 Russell Blvd, Saint Louis, MO 63104",63104.0,38.611053,-90.223335,6,4,128,3212,379900,699880
352099,"6720 W Bayou Dr, Hitchcock, TX 77563",77563.0,29.348907,-95.01365,4,2,138,1620,189900,147476
166621,"15505 Frontier Rd, Reno, NV 89508",89508.0,39.880222,-119.94343,4,4,267,2606,630000,1303135
481603,"9440 Meredith Dr, Baton Rouge, LA 70815",70815.0,30.447702,-91.0839,4,3,107,2023,190000,436448
163870,"818 N Doheny Dr APT 1404, West Hollywood, CA 90069",90069.0,34.085464,-118.38897,3,3,1453,1829,2295000,899109
387865,"7631 Andiron Cir, Houston, TX 77041",77041.0,29.890701,-95.62031,5,4,111,2360,235000,820531
306021,"534 Adolphus St, Eagle Pass, TX 78852",78852.0,28.702215,-100.49171,3,2,96,1230,94999,177615
87944,"132 Ghormley Ave, Oakland, CA 94603",94603.0,37.730495,-122.18555,4,3,557,1325,599000,667641
